Filename,pvalue_BUSTEDSMH,pvalue_BUSTEDS,delta
ENSGT00390000001723.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005023.Euteleostomi.001.nex,0.2436392655202483,0.2345225920252521,0.009116673494996202
ENSGT00390000000360.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002428.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005082.Euteleostomi.001.nex,0.4959040526289379,0.5,-0.004095947371062114
ENSGT00390000004402.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001644.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000265.Euteleostomi.001.nex,0.2464165537354103,0.1267553431769059,0.1196612105585044
ENSGT00390000004976.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001626.Euteleostomi.001.nex,0.4658440412148415,0.1332367290696609,0.33260731214518063
ENSGT00390000001538.Euteleostomi.001.nex,0.2759673654480735,0.05290977453586104,0.22305759091221244
ENSGT00390000000972.Euteleostomi.001.nex,0.5,0.003155147884915277,0.4968448521150847
ENSGT00390000001183.Euteleostomi.001.nex,0.5,0.004560494094246526,0.4954395059057535
ENSGT00390000003574.Euteleostomi.001.nex,0.5,0.2300654906195424,0.2699345093804576
ENSGT00390000002137.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003967.Euteleostomi.001.nex,0.5,0.1394273079347468,0.3605726920652532
ENSGT00390000002288.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000709.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000417.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003873.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005489.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005032.Euteleostomi.001.nex,0.5,0.03524761087016592,0.4647523891298341
ENSGT00390000002727.Euteleostomi.001.nex,0.5,0.4114357217335891,0.08856427826641089
ENSGT00390000001793.Euteleostomi.001.nex,0.4988548901899412,0.2748080161018256,0.22404687408811563
ENSGT00390000003114.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000003364.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001750.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003306.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002848.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001958.Euteleostomi.001.nex,0.2061896190154121,0.0973704399856481,0.10881917902976401
ENSGT00390000001588.Euteleostomi.001.nex,0.5,0.4088116997074402,0.09118830029255981
ENSGT00390000004574.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000274.Euteleostomi.001.nex,0.4486157997708666,0.4486178306764732,-2.030905606631439e-06
ENSGT00390000002299.Euteleostomi.001.nex,0.5,0.2888771435625247,0.2111228564374753
ENSGT00390000003914.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002144.Euteleostomi.001.nex,0.3492264502182473,0.3125819530152177,0.03664449720302959
ENSGT00390000004172.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005531.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000672.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004110.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001557.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000018.Euteleostomi.002.nex,0.5,0.03611735878955274,0.46388264121044726
ENSGT00390000005307.Euteleostomi.004.nex,0.4560521361364823,5.041538044048277e-05,0.45600172075604184
ENSGT00390000002581.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005294.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001491.Euteleostomi.001.nex,0.5,0.01347360353903237,0.4865263964609676
ENSGT00390000005330.Euteleostomi.001.nex,0.5,0.4959746855749048,0.004025314425095183
ENSGT00390000000523.Euteleostomi.003.nex,0.4050331072084935,0.1033621623327542,0.3016709448757393
ENSGT00390000003004.Euteleostomi.001.nex,0.2868269033649805,0.201491249676119,0.0853356536888615
ENSGT00390000002854.Euteleostomi.001.nex,0.5,0.001019602833459032,0.49898039716654097
ENSGT00390000002588.Euteleostomi.002.nex,0.5,0.4284035557866117,0.07159644421338829
ENSGT00390000002637.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000000715.Euteleostomi.001.nex,0.2494397770554179,0.2052403543315547,0.04419942272386321
ENSGT00390000005434.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000777.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001969.Euteleostomi.003.nex,0.5,0.1663269544582103,0.33367304554178967
ENSGT00390000001118.Euteleostomi.004.nex,0.5,0.4728681029605316,0.02713189703946839
ENSGT00390000004077.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003568.Euteleostomi.001.nex,0.5,0.1054170170574001,0.3945829829425999
ENSGT00390000003919.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002149.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001546.Euteleostomi.001.nex,0.5,0.4966561165345553,0.0033438834654446747
ENSGT00390000000375.Euteleostomi.002.nex,0.4231016357604233,0.4122560385893547,0.010845597171068588
ENSGT00390000000279.Euteleostomi.001.nex,0.2155767705772215,0.2030619165149211,0.012514854062300407
ENSGT00390000005224.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000167.Euteleostomi.001.nex,0.476989418387039,0.476738947254391,0.00025047113264803356
ENSGT00390000000212.Euteleostomi.002.nex,0.5,3.0319796594791e-05,0.4999696802034052
ENSGT00390000002748.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001443.Euteleostomi.001.nex,0.1413371421761921,0.122218522421985,0.01911861975420709
ENSGT00390000003015.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002845.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001347.Euteleostomi.001.nex,0.4271102001619939,0.2178613412702483,0.2092488588917456
ENSGT00390000004554.Euteleostomi.003.nex,0.5,0.496756016343004,0.003243983656996019
ENSGT00390000001325.Euteleostomi.001.nex,0.442714154617947,0.3786520842972384,0.0640620703207086
ENSGT00390000002974.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000190.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004653.Euteleostomi.001.nex,0.05307885084570224,0.05805921091531546,-0.004980360069613221
ENSGT00390000002505.Euteleostomi.001.nex,0.01533561943844364,0.0004264297838853515,0.01490918965455829
ENSGT00390000002201.Euteleostomi.001.nex,0.5,0.4842439573700438,0.015756042629956224
ENSGT00390000003880.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000000549.Euteleostomi.001.nex,0.5,0.4904359550571511,0.009564044942848904
ENSGT00390000001214.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001038.Euteleostomi.004.nex,0.5,0.5,0.0
ENSGT00390000000938.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000999.Euteleostomi.001.nex,0.5,0.09276303075753173,0.40723696924246827
ENSGT00390000003828.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005107.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000002871.Euteleostomi.001.nex,0.1588205320850413,0.1132424928858893,0.04557803919915199
ENSGT00390000002026.Euteleostomi.003.nex,0.5,0.4524834329432223,0.0475165670567777
ENSGT00390000004681.Euteleostomi.001.nex,0.5,0.1913061685351954,0.3086938314648046
ENSGT00390000003194.Euteleostomi.001.nex,2.565257594677739e-07,8.765591030801545e-10,2.5564920036469374e-07
ENSGT00390000004370.Euteleostomi.003.nex,0.5,0.1745807929022907,0.32541920709770933
ENSGT00390000001912.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003249.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001205.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002210.Euteleostomi.001.nex,0.4601214841408582,0.1220923883876308,0.33802909575322737
ENSGT00390000004124.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000685.Euteleostomi.001.nex,0.2161494752435857,0.09215645876251871,0.12399301648106698
ENSGT00390000002069.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003839.Euteleostomi.001.nex,0.5,0.1905207921745303,0.30947920782546967
ENSGT00390000001362.Euteleostomi.001.nex,0.5,0.2538034844495873,0.24619651555041272
ENSGT00390000004596.Euteleostomi.002.nex,0.5,0.493119570621096,0.006880429378903985
ENSGT00390000000359.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000237.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000003560.Euteleostomi.003.nex,0.000114202443058653,3.145571469964636e-09,0.00011419929748718304
ENSGT00390000001466.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004555.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000001875.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000687.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000626.Euteleostomi.001.nex,0.4487295310790498,0.4033378734994424,0.04539165757960739
ENSGT00390000003692.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001561.Euteleostomi.001.nex,0.3132076062833461,0.2123480560386083,0.1008595502447378
ENSGT00390000003347.Euteleostomi.002.nex,0.07928235389569893,0.3955935418353486,-0.3163111879396497
ENSGT00390000003288.Euteleostomi.001.nex,0.5,0.1074590293331949,0.3925409706668051
ENSGT00390000000183.Euteleostomi.001.nex,0.5,0.3885653585327525,0.11143464146724752
ENSGT00390000005261.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002905.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005203.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002766.Euteleostomi.002.nex,0.5,0.2396068420521383,0.26039315794786166
ENSGT00390000005306.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005295.Euteleostomi.004.nex,0.4889269539265598,0.221400610068261,0.2675263438582988
ENSGT00390000005268.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000004987.Euteleostomi.002.nex,0.2945348240476978,0.07580089810745211,0.2187339259402457
ENSGT00390000004215.Euteleostomi.003.nex,0.5,0.5,0.0
ENSGT00390000004594.Euteleostomi.002.nex,0.5,0.4954438713121748,0.004556128687825178
ENSGT00390000003281.Euteleostomi.002.nex,0.5,0.003765126664347862,0.49623487333565214
ENSGT00390000003050.Euteleostomi.001.nex,0.5,0.4171894000888575,0.08281059991114248
ENSGT00390000004745.Euteleostomi.001.nex,0.4895784206034635,0.4875899114205228,0.00198850918294069
ENSGT00390000001718.Euteleostomi.001.nex,0.5,0.0009071615502818653,0.49909283844971813
ENSGT00390000002471.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003032.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002862.Euteleostomi.001.nex,0.5,0.1291508784010367,0.3708491215989633
ENSGT00390000003093.Euteleostomi.001.nex,0.5,0.4977160813464429,0.0022839186535570932
ENSGT00390000004786.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001360.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003428.Euteleostomi.001.nex,0.5,0.04830338290932679,0.4516966170906732
ENSGT00390000001630.Euteleostomi.003.nex,0.5,0.4960824052559616,0.003917594744038411
ENSGT00390000003585.Euteleostomi.002.nex,0.0003099432323133144,0.0002005741165853059,0.00010936911572800848
ENSGT00390000002317.Euteleostomi.001.nex,0.0004806911984490125,1.557382164341092e-07,0.00048053546023257837
ENSGT00390000004155.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001216.Euteleostomi.001.nex,0.4978194792100732,0.1430681827830406,0.3547512964270326
ENSGT00390000000854.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000000696.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000529.Euteleostomi.001.nex,0.5,0.00133101611928188,0.4986689838807181
ENSGT00390000002565.Euteleostomi.001.nex,0.2419618617089028,0.2460693972948856,-0.004107535585982813
ENSGT00390000003299.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001762.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000001709.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004859.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001804.Euteleostomi.001.nex,0.5,0.02237411349633989,0.4776258865036601
ENSGT00390000004428.Euteleostomi.001.nex,0.5,0.4251132505252726,0.0748867494747274
ENSGT00390000003023.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003082.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002873.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000097.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002634.Euteleostomi.003.nex,0.5,0.5,0.0
ENSGT00390000000732.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002364.Euteleostomi.001.nex,0.07301638556572032,0.07219372145068054,0.000822664115039784
ENSGT00390000003745.Euteleostomi.001.nex,0.2487379047304563,0.0760019462198902,0.17273595851056608
ENSGT00390000003851.Euteleostomi.003.nex,0.5,0.4714717037246194,0.028528296275380616
ENSGT00390000002533.Euteleostomi.001.nex,0.5,0.008253858615152376,0.4917461413848476
ENSGT00390000001994.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002812.Euteleostomi.004.nex,0.5,0.002630808272560237,0.49736919172743976
ENSGT00390000001638.Euteleostomi.001.nex,0.4925859341094793,0.4958360978882255,-0.0032501637787462068
ENSGT00390000004161.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002188.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000661.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002237.Euteleostomi.001.nex,0.5,0.4944675827613906,0.005532417238609422
ENSGT00390000000706.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002393.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004064.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001098.Euteleostomi.001.nex,0.1378736075059254,0.1557678436635795,-0.01789423615765412
ENSGT00390000001482.Euteleostomi.001.nex,0.5,0.3667007895731297,0.13329921042687032
ENSGT00390000002789.Euteleostomi.001.nex,0.5,0.3265095347390794,0.1734904652609206
ENSGT00390000001830.Euteleostomi.001.nex,0.5,0.1141245109131028,0.38587548908689717
ENSGT00390000000060.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003267.Euteleostomi.002.nex,0.5,0.07771341840097912,0.4222865815990209
ENSGT00390000003017.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000002.Euteleostomi.001.nex,0.5,0.3882137337270024,0.11178626627299759
ENSGT00390000000191.Euteleostomi.004.nex,0.006537310567969024,0.002003874062075639,0.004533436505893385
ENSGT00390000003103.Euteleostomi.001.nex,0.5,0.4479095364245216,0.05209046357547842
ENSGT00390000004674.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003161.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002931.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001688.Euteleostomi.001.nex,0.5,0.2158597252468434,0.2841402747531566
ENSGT00390000005129.Euteleostomi.001.nex,0.496725486094658,0.4916037206967989,0.005121765397859079
ENSGT00390000002226.Euteleostomi.001.nex,0.5,0.2680265639691402,0.2319734360308598
ENSGT00390000001233.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004420.Euteleostomi.003.nex,0.5,0.5,0.0
ENSGT00390000001251.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000679.Euteleostomi.002.nex,0.4889086079559822,0.3897331111493943,0.09917549680658788
ENSGT00390000000409.Euteleostomi.001.nex,0.01998888475355731,0.002011241354413273,0.017977643399144035
ENSGT00390000001397.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005436.Euteleostomi.001.nex,0.5,0.4414671564017346,0.05853284359826538
ENSGT00390000001432.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005350.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000013.Euteleostomi.001.nex,0.4036634099429585,0.4037221215276323,-5.8711584673798445e-05
ENSGT00390000002445.Euteleostomi.001.nex,0.5,0.3269438707839328,0.17305612921606722
ENSGT00390000002856.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003006.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004860.Euteleostomi.001.nex,0.4998767055430949,0.3080319519592475,0.1918447535838474
ENSGT00390000002725.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001752.Euteleostomi.001.nex,0.5,0.02336611345079254,0.47663388654920746
ENSGT00390000005052.Euteleostomi.001.nex,0.1916777574658883,0.1916808312504443,-3.0737845559958288e-06
ENSGT00390000000311.Euteleostomi.001.nex,0.06699411829032659,0.04942948097023864,0.01756463732008795
ENSGT00390000005448.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000005206.Euteleostomi.003.nex,0.5,0.5,0.0
ENSGT00390000001138.Euteleostomi.002.nex,0.5,0.3438817149865268,0.1561182850134732
ENSGT00390000004377.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003132.Euteleostomi.003.nex,0.5,0.5,0.0
ENSGT00390000000572.Euteleostomi.001.nex,0.002626764758236311,0.0003145475239536566,0.0023122172342826546
ENSGT00390000002124.Euteleostomi.001.nex,0.4932550503568684,0.4335908040040115,0.05966424635285689
ENSGT00390000000510.Euteleostomi.001.nex,0.5,0.465106298042938,0.034893701957061984
ENSGT00390000004965.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001938.Euteleostomi.001.nex,0.3691464672904868,0.5,-0.13085353270951322
ENSGT00390000004668.Euteleostomi.001.nex,0.5,0.4507887374976443,0.04921126250235569
ENSGT00390000002448.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004304.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003411.Euteleostomi.001.nex,0.5,0.2491036191709794,0.2508963808290206
ENSGT00390000003860.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002030.Euteleostomi.001.nex,0.005095824053699738,0.5,-0.49490417594630026
ENSGT00390000003668.Euteleostomi.001.nex,0.5,0.074632414628237,0.425367585371763
ENSGT00390000003706.Euteleostomi.002.nex,0.5,0.03638280711252084,0.46361719288747916
ENSGT00390000004263.Euteleostomi.001.nex,0.5,0.005088513576035514,0.4949114864239645
ENSGT00390000000970.Euteleostomi.001.nex,0.2795357916632103,0.2110538877275446,0.0684819039356657
ENSGT00390000000501.Euteleostomi.001.nex,0.5,0.4514952078060089,0.04850479219399112
ENSGT00390000001558.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003210.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003272.Euteleostomi.001.nex,0.276038600744936,0.2725933154343522,0.003445285310583801
ENSGT00390000005185.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004140.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000003836.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000491.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000000430.Euteleostomi.001.nex,0.5,0.4511505258656175,0.04884947413438251
ENSGT00390000004352.Euteleostomi.001.nex,0.5,0.4783013852311107,0.02169861476888929
ENSGT00390000003759.Euteleostomi.001.nex,0.3800303612456895,0.3165429370651889,0.06348742418050063
ENSGT00390000000126.Euteleostomi.002.nex,0.5,0.5,0.0
ENSGT00390000003343.Euteleostomi.001.nex,0.2533807964184758,0.2427564198215086,0.010624376596967161
ENSGT00390000004456.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004827.Euteleostomi.001.nex,0.5,0.499555573182991,0.00044442681700901376
ENSGT00390000002232.Euteleostomi.003.nex,0.5,0.5,0.0
ENSGT00390000002762.Euteleostomi.001.nex,0.5,0.1385522891522229,0.3614477108477771
ENSGT00390000000334.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004886.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001777.Euteleostomi.001.nex,0.5,0.4995749780250029,0.0004250219749971085
ENSGT00390000001507.Euteleostomi.002.nex,0.5,0.3317184474139367,0.1682815525860633
ENSGT00390000001619.Euteleostomi.002.nex,0.5,0.4955260009151463,0.004473999084853686
ENSGT00390000004495.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003224.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002667.Euteleostomi.001.nex,0.4929198570875249,0.1235715509829181,0.3693483061046068
ENSGT00390000004810.Euteleostomi.004.nex,0.083389048798649,0.003393746165759992,0.07999530263288901
ENSGT00390000002579.Euteleostomi.001.nex,0.4494238577643105,0.4832661824178984,-0.03384232465358794
ENSGT00390000003246.Euteleostomi.001.nex,0.5,0.4601905579863494,0.03980944201365061
ENSGT00390000001610.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004553.Euteleostomi.001.nex,0.5,0.346361749714425,0.15363825028557498
ENSGT00390000004940.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000002371.Euteleostomi.002.nex,0.5,0.003379587636540338,0.49662041236345966
ENSGT00390000001114.Euteleostomi.001.nex,0.5,0.1482743266874334,0.3517256733125666
ENSGT00390000003542.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004149.Euteleostomi.001.nex,0.5,0.06057338170127624,0.43942661829872376
ENSGT00390000003520.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000001176.Euteleostomi.001.nex,0.342968559091515,0.04881456327425726,0.29415399581725776
ENSGT00390000000987.Euteleostomi.001.nex,0.5,0.2684527621481573,0.23154723785184272
ENSGT00390000003581.Euteleostomi.001.nex,0.5,0.01510695512789106,0.48489304487210894
ENSGT00390000002077.Euteleostomi.001.nex,0.5,0.002107363902955628,0.49789263609704437
ENSGT00390000001062.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004321.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004380.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000003748.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004343.Euteleostomi.001.nex,0.5,0.003449160673712148,0.49655083932628785
ENSGT00390000003626.Euteleostomi.002.nex,0.2926267584053314,0.1211942358819114,0.17143252252342
ENSGT00390000000059.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004836.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004897.Euteleostomi.001.nex,0.5,0.5,0.0
ENSGT00390000004933.Euteleostomi.001.nex,0.5,0.4818349983833167,0.018165001616683274
ENSGT00390000000220.Euteleostomi.001.nex,0.5,0.3059141366542549,0.19408586334574512
ENSGT00390000005163.Euteleostomi.001.nex,0.4987626278843777,0.5,-0.0012373721156223039
ENSGT00390000004520.Euteleostomi.001.nex,0.5,0.490017420782367,0.009982579217633014
ENSGT00390000001663.Euteleostomi.001.nex,0.5,0.006556435981842912,0.4934435640181571
ENSGT00390000004581.Euteleostomi.001.nex,0.07774327023171668,0.01189033737359591,0.06585293285812077
ENSGT00390000000242.Euteleostomi.001.nex,0.5,0.2415226594779229,0.2584773405220771
