Filename,pvalue_BUSTEDSMH,pvalue_BUSTEDS,delta_for_p-value,BUSTEDS-dNdS,BUSTEDSMH-dNdS,delta_dNdS
ENSGT00390000017810.Euteleostomi.001.nex,0.06921420507055559,0.06286055559243825,0.00635364947811734,0.9215155537939541,0.926640047145364,0.005124493351409853
ENSGT00390000013003.Euteleostomi.001.nex,0.4308176397321578,0.04836743464349336,0.38245020508866445,0.4453360798053492,0.4136752843413524,-0.031660795463996805
ENSGT00390000004026.Euteleostomi.001.nex,0.5,0.2407543222864367,0.2592456777135633,0.4395287564090812,0.40558942858919,-0.033939327819891174
ENSGT00390000007225.Euteleostomi.001.nex,0.5,0.5,0.0,0.09934774446746969,0.08491380452455004,-0.014433939942919652
ENSGT00390000002395.Euteleostomi.001.nex,0.1860562938931258,0.1005574987762066,0.08549879511691921,0.1661596012597069,0.1317973769293791,-0.03436222433032782
ENSGT00390000000797.Euteleostomi.001.nex,0.5,0.4985229222573637,0.0014770777426362791,0.5622681332159113,0.5479665749116367,-0.014301558304274598
ENSGT00390000008576.Euteleostomi.001.nex,0.003385389141226769,0.003836182822517131,-0.0004507936812903619,0.009580209286972279,0.008486415430511488,-0.0010937938564607903
ENSGT00390000017697.Euteleostomi.002.nex,0.5,0.5,0.0,0.06501513231977107,0.05652708790200454,-0.008488044417766537
ENSGT00390000009225.Euteleostomi.001.nex,0.5,0.5,0.0,0.05263310725536225,0.04355777392884936,-0.009075333326512891
ENSGT00390000009300.Euteleostomi.002.nex,0.5,0.5,0.0,0.06039850094931622,0.0528634440437468,-0.007535056905569416
ENSGT00390000009232.Euteleostomi.001.nex,0.0314316274307333,0.02968399698024726,0.0017476304504860408,0.4133331255101161,0.324302067484438,-0.08903105802567807
ENSGT00390000001118.Euteleostomi.004.nex,0.5,0.4699408012043729,0.030059198795627073,0.06638960892562323,0.05167126980000322,-0.014718339125620011
ENSGT00390000013440.Euteleostomi.001.nex,0.5,0.5,0.0,0.1988724132954901,0.1792668747788973,-0.019605538516592802
ENSGT00390000010706.Euteleostomi.001.nex,0.5,0.07880403119217488,0.4211959688078251,0.09448918566660931,0.06922337055569734,-0.02526581511091197
ENSGT00390000005336.Euteleostomi.001.nex,0.5,0.5,0.0,0.2420194529379619,0.2167375998242947,-0.025281853113667208
ENSGT00390000015914.Euteleostomi.001.nex,0.5,0.5,0.0,0.2512089824241538,0.2367894613391252,-0.014419521085028586
ENSGT00390000006311.Euteleostomi.005.nex,0.380689859481509,0.07485166327728299,0.30583819620422603,0.009520512817618147,0.007712344287843271,-0.0018081685297748756
ENSGT00390000007723.Euteleostomi.001.nex,0.5,0.5,0.0,0.05778544955934416,0.05061845872967247,-0.007166990829671684
ENSGT00390000015068.Euteleostomi.001.nex,0.5,0.5,0.0,0.340237416327,0.2762697984014413,-0.06396761792555872
ENSGT00390000004520.Euteleostomi.001.nex,0.5,0.4883631937052931,0.011636806294706925,0.07014794416388505,0.0512151782479913,-0.018932765915893747
ENSGT00390000013512.Euteleostomi.001.nex,0.5,0.5,0.0,0.1313422120044572,0.1181424158223719,-0.013199796182085305
ENSGT00390000002931.Euteleostomi.001.nex,0.5,0.5,0.0,0.141055501611704,0.120964787687138,-0.02009071392456599
ENSGT00390000010711.Euteleostomi.001.nex,0.5,0.5,0.0,0.108412629027599,0.09181679303213529,-0.016595835995463715
ENSGT00390000009453.Euteleostomi.001.nex,0.5,0.5,0.0,0.1501213881003913,0.1210263365548477,-0.029095051545543607
ENSGT00390000015494.Euteleostomi.001.nex,0.5,0.08461779197633873,0.41538220802366127,0.1485756371845149,0.1171889233373765,-0.03138671384713841
ENSGT00390000016680.Euteleostomi.001.nex,0.5,0.5,0.0,0.2455563981313571,0.2034885156341567,-0.04206788249720039
ENSGT00390000015483.Euteleostomi.001.nex,0.5,0.5,0.0,0.1396399383159095,0.1142570226236366,-0.02538291569227291
ENSGT00390000013892.Euteleostomi.001.nex,0.5,0.3505420130532346,0.14945798694676538,0.1646966767576046,0.1299377463321097,-0.03475893042549491
ENSGT00390000013236.Euteleostomi.001.nex,0.5,0.159755897030215,0.340244102969785,0.1284246400167668,0.1093900117825334,-0.019034628234233394
ENSGT00390000012420.Euteleostomi.001.nex,0.5,0.5,0.0,0.1252392955625061,0.1097426317802722,-0.015496663782233897
ENSGT00390000017359.Euteleostomi.001.nex,0.5,0.5,0.0,0.1033969041046226,0.08189524636881065,-0.021501657735811947
ENSGT00390000005412.Euteleostomi.001.nex,0.5,0.5,0.0,0.1713421805550739,0.1525297287223433,-0.018812451832730587
ENSGT00390000012572.Euteleostomi.001.nex,0.5,0.214657357301141,0.285342642698859,0.02404535325621461,0.01894857615736914,-0.00509677709884547
ENSGT00390000008881.Euteleostomi.002.nex,0.0987846557523212,0.0022411842215313,0.0965434715307899,0.1618746510368723,0.1267681086762369,-0.0351065423606354
ENSGT00390000010170.Euteleostomi.001.nex,0.5,0.4955502273275932,0.004449772672406815,0.1308179128631999,0.1201900084808862,-0.010627904382313702
ENSGT00390000014963.Euteleostomi.001.nex,0.5,0.008909836430265272,0.49109016356973473,0.04396968468611195,0.03836067387885691,-0.005609010807255038
ENSGT00390000011766.Euteleostomi.001.nex,0.5,0.2627005762971595,0.23729942370284052,0.0669869626111197,0.05395544173185014,-0.01303152087926955
ENSGT00390000009010.Euteleostomi.001.nex,0.07791307881898035,0.1227043678864262,-0.04479128906744585,0.1916747693234242,0.1603446018114593,-0.03133016751196491
ENSGT00390000008611.Euteleostomi.001.nex,0.5,0.02953567782096572,0.4704643221790343,0.3213339198634425,0.2735200839062585,-0.047813835957184025
ENSGT00390000009849.Euteleostomi.002.nex,0.5,0.2461261795801936,0.25387382041980644,0.03684029634185704,0.02972432916865423,-0.007115967173202807
ENSGT00390000009007.Euteleostomi.001.nex,0.5,0.5,0.0,0.1399635971914174,0.1163864686459406,-0.023577128545476805
ENSGT00390000009155.Euteleostomi.001.nex,0.07695252467881186,0.03408772926126652,0.04286479541754534,0.1002243834407124,0.08630845464524266,-0.01391592879546974
ENSGT00390000017590.Euteleostomi.001.nex,0.5,0.5,0.0,0.07718554572691144,0.06751369842686171,-0.009671847300049732
ENSGT00390000009142.Euteleostomi.001.nex,0.5,0.5,0.0,0.3789560143712822,0.3578055241736808,-0.0211504901976014
ENSGT00390000017794.Euteleostomi.004.nex,0.4939734142953991,0.4742589918141296,0.019714422481269478,0.0892780223065274,0.06863143492592785,-0.020646587380599546
ENSGT00390000007501.Euteleostomi.001.nex,0.5,0.5,0.0,0.2297089002888893,0.1947817128941876,-0.034927187394701686
ENSGT00390000016049.Euteleostomi.001.nex,0.5,0.5,0.0,0.05121258594251608,0.041345361397108,-0.009867224545408074
ENSGT00390000002278.Euteleostomi.001.nex,0.06057248566446199,0.005679894976156008,0.05489259068830598,0.2298624030382078,0.2149171447635302,-0.014945258274677603
ENSGT00390000005114.Euteleostomi.001.nex,0.5,0.0025403077014719,0.4974596922985281,0.02591046302961054,0.02318440558871718,-0.0027260574408933605
ENSGT00390000001907.Euteleostomi.001.nex,0.4602302129798465,0.5,-0.03976978702015349,0.1107235954453991,0.07946167432585091,-0.03126192111954819
ENSGT00390000005307.Euteleostomi.004.nex,0.4560521361364823,5.827572606148523e-05,0.45599386041042084,0.1748082688892934,0.1639392346809774,-0.010869034208316003
ENSGT00390000010476.Euteleostomi.001.nex,0.3827609965776973,0.3985526704088923,-0.015791673831195008,1.146473761164631,1.180099876605059,0.03362611544042804
ENSGT00390000006245.Euteleostomi.001.nex,0.5,4.151006570085602e-06,0.4999958489934299,0.1520367067532238,0.1310080568836822,-0.021028649869541616
ENSGT00390000016867.Euteleostomi.001.nex,0.5,0.5,0.0,0.4720752595746274,0.4537716936304498,-0.018303565944177647
ENSGT00390000004650.Euteleostomi.001.nex,0.5,0.4218266041530643,0.07817339584693572,0.3326388533874411,0.3100082851203559,-0.022630568267085205
ENSGT00390000000728.Euteleostomi.001.nex,0.5,0.5,0.0,0.06122706478103441,0.0403972605126347,-0.020829804268399706
ENSGT00390000015318.Euteleostomi.001.nex,0.5,0.5,0.0,0.1890634087908814,0.1603516567230777,-0.028711752067803714
ENSGT00390000012063.Euteleostomi.001.nex,0.5,0.5,0.0,0.04682619394247516,0.03954733368990565,-0.007278860252569512
ENSGT00390000007453.Euteleostomi.001.nex,0.5,0.5,0.0,0.04227366693784886,0.0351765075168118,-0.007097159421037065
ENSGT00390000013662.Euteleostomi.001.nex,0.5,0.3709341789982714,0.1290658210017286,0.1411097186763012,0.1176426991859294,-0.023467019490371804
ENSGT00390000006252.Euteleostomi.001.nex,0.5,0.5,0.0,0.4058161159152633,0.3536878678721454,-0.052128248043117886
ENSGT00390000007753.Euteleostomi.002.nex,0.5,0.04538929429243493,0.45461070570756507,0.08441502390229252,0.07285927420241678,-0.011555749699875745
ENSGT00390000003719.Euteleostomi.001.nex,0.4990486117927694,0.4996412041469017,-0.0005925923541323375,0.02418038840848394,0.02120477895636311,-0.002975609452120831
ENSGT00390000016329.Euteleostomi.001.nex,8.07375042544134e-07,7.619100469979934e-07,4.5464995546140585e-08,3.265089336022777,3.322545735238472,0.05745639921569534
ENSGT00390000017528.Euteleostomi.001.nex,0.5,0.01948957455712097,0.48051042544287903,0.07815318590553173,0.06591498402882942,-0.012238201876702312
ENSGT00390000016028.Euteleostomi.006.nex,0.5,0.5,0.0,0.1133407839317318,0.0826462846205198,-0.030694499311212
ENSGT00390000002873.Euteleostomi.001.nex,0.5,0.5,0.0,0.03381557780525428,0.0304095468570381,-0.00340603094821618
ENSGT00390000011100.Euteleostomi.001.nex,0.1808336749855308,0.1550087051918505,0.02582496979368029,0.4305611698446326,0.4096993603794374,-0.020861809465195225
ENSGT00390000014679.Euteleostomi.001.nex,0.5,0.5,0.0,0.06836831314218349,0.05981681139523453,-0.008551501746948957
ENSGT00390000006017.Euteleostomi.002.nex,0.5,0.408456743513039,0.09154325648696099,0.1547458045800504,0.1318510108036643,-0.02289479377638612
ENSGT00390000006859.Euteleostomi.001.nex,0.5,0.5,0.0,0.3190323738854943,0.2643418021701406,-0.05469057171535374
ENSGT00390000013502.Euteleostomi.001.nex,0.5,0.225008595338123,0.274991404661877,0.1077256195089382,0.09327224052685991,-0.014453378982078297
ENSGT00390000013515.Euteleostomi.001.nex,0.5,4.046994164935702e-05,0.49995953005835064,0.05377568944898685,0.04312314571114498,-0.010652543737841871
ENSGT00390000011117.Euteleostomi.001.nex,0.5,0.04452606020664795,0.45547393979335205,0.1462922384180148,0.1326065768236841,-0.013685661594330711
ENSGT00390000004402.Euteleostomi.002.nex,0.5,0.02344469998075854,0.47655530001924146,0.03728898050017723,0.03300145813357231,-0.004287522366604922
ENSGT00390000008566.Euteleostomi.001.nex,0.5,0.5,0.0,0.106793060467335,0.09244545608034128,-0.014347604386993715
ENSGT00390000000787.Euteleostomi.001.nex,0.5,0.467922935078281,0.03207706492171902,0.2453912934017713,0.2175187667108252,-0.027872526690946087
ENSGT00390000009222.Euteleostomi.001.nex,0.5,0.5,0.0,0.03149093423802023,0.02489894207772004,-0.006591992160300188
ENSGT00390000012189.Euteleostomi.001.nex,0.5,0.4936797274948549,0.006320272505145108,0.02679082295551744,0.0223237160765628,-0.004467106878954637
ENSGT00390000011466.Euteleostomi.002.nex,0.5,0.5,0.0,0.1132356456070592,0.09270523618604734,-0.020530409421011864
ENSGT00390000007370.Euteleostomi.001.nex,0.5,0.4997035440742388,0.0002964559257612187,0.1545274585340069,0.1336306644240605,-0.02089679410994641
ENSGT00390000004173.Euteleostomi.001.nex,0.5,0.5,0.0,0.07425223429616548,0.05568204733379717,-0.018570186962368312
ENSGT00390000013141.Euteleostomi.001.nex,0.3765935065314621,0.009195447001259405,0.3673980595302027,0.02752028757810729,0.02226293788617817,-0.00525734969192912
ENSGT00390000005772.Euteleostomi.001.nex,0.5,0.5,0.0,0.0872705519773267,0.08729311486905342,2.2562891726723988e-05
ENSGT00390000010355.Euteleostomi.001.nex,0.5,0.5,0.0,0.07435856550049946,0.06260073265002633,-0.011757832850473132
ENSGT00390000000977.Euteleostomi.001.nex,0.5,0.01325880698602472,0.4867411930139753,0.04515710741215776,0.03803889866818015,-0.0071182087439776096
ENSGT00390000004113.Euteleostomi.002.nex,0.5,0.5,0.0,0.1109321886722829,0.09288132017690412,-0.018050868495378777
ENSGT00390000012605.Euteleostomi.001.nex,0.5,0.5,0.0,0.09164694351679038,0.07073950838619754,-0.020907435130592844
ENSGT00390000007235.Euteleostomi.001.nex,0.5,0.5,0.0,0.1822709873891337,0.165730125528041,-0.016540861861092687
ENSGT00390000004036.Euteleostomi.001.nex,0.3244938565547562,0.1553021394566177,0.16919171709813852,0.3973735240871431,0.3702657591898328,-0.027107764897310316
ENSGT00390000000159.Euteleostomi.001.nex,0.5,0.5,0.0,0.05256766704603887,0.04220214611787687,-0.010365520928162002
ENSGT00390000013978.Euteleostomi.001.nex,0.5,0.5,0.0,0.03764029406499463,0.03107447009820729,-0.006565823966787343
ENSGT00390000001758.Euteleostomi.001.nex,0.02096502703635217,0.0004643156076684085,0.02050071142868376,0.1176715925112133,0.1015193884004902,-0.0161522041107231
ENSGT00390000008060.Euteleostomi.001.nex,0.5,0.1433326854207443,0.3566673145792557,0.1058488369821112,0.0831495384868983,-0.022699298495212905
ENSGT00390000003082.Euteleostomi.001.nex,0.5,0.5,0.0,0.8104987627603807,0.8144881230408253,0.003989360280444609
ENSGT00390000008152.Euteleostomi.002.nex,0.5,0.5,0.0,0.08941258393351592,0.07090579774377097,-0.018506786189744953
ENSGT00390000010986.Euteleostomi.002.nex,0.5,0.0005878065016114986,0.4994121934983885,0.149424537594442,0.1088523421050889,-0.04057219548935309
ENSGT00390000012498.Euteleostomi.001.nex,0.5,0.1165983919135068,0.3834016080864932,0.08447774863200236,0.06948421413328142,-0.014993534498720942
ENSGT00390000014889.Euteleostomi.001.nex,0.5,0.5,0.0,0.08210115953285824,0.07081873215510893,-0.011282427377749302
ENSGT00390000006307.Euteleostomi.001.nex,0.5,0.5,0.0,0.1194827359500435,0.0993333262734267,-0.020149409676616797
ENSGT00390000005104.Euteleostomi.001.nex,0.5,0.1144773462532585,0.3855226537467415,0.06400473792755784,0.0462598515469061,-0.01774488638065174
ENSGT00390000015368.Euteleostomi.002.nex,0.5,0.4565192949164594,0.04348070508354063,0.03021577352344871,0.02841613558667831,-0.0017996379367704006
ENSGT00390000012136.Euteleostomi.001.nex,0.5,0.5,0.0,0.1262307879555382,0.1071011769289756,-0.01912961102656259
ENSGT00390000012918.Euteleostomi.001.nex,0.5,0.5,0.0,0.06940299560588215,0.05134414275429546,-0.018058852851586683
ENSGT00390000007443.Euteleostomi.001.nex,0.1702565653094141,0.01871328687656171,0.1515432784328524,0.04502871327739602,0.03860737577611825,-0.0064213375012777685
ENSGT00390000015308.Euteleostomi.001.nex,0.1860775296664542,0.1458820882463685,0.04019544142008569,0.3382000218116951,0.297111734089325,-0.04108828772237011
ENSGT00390000011270.Euteleostomi.001.nex,0.0305517056026488,0.005619525529327707,0.024932180073321094,0.2999644207121847,0.2508377555343325,-0.04912666517785219
ENSGT00390000006255.Euteleostomi.001.nex,0.5,0.5,0.0,0.2507035844412577,0.2332676606389765,-0.017435923802281178
ENSGT00390000012141.Euteleostomi.002.nex,0.5,0.5,0.0,0.0787582662021993,0.06658147355786422,-0.012176792644335091
ENSGT00390000008616.Euteleostomi.001.nex,0.5,0.5,0.0,0.501506393834038,0.4663358671382637,-0.03517052669577425
ENSGT00390000015195.Euteleostomi.001.nex,0.5,0.5,0.0,0.3140187764150808,0.3034573232988872,-0.010561453116193609
ENSGT00390000008744.Euteleostomi.001.nex,0.5,0.4091133893521904,0.09088661064780962,0.1401987175029704,0.100630975792641,-0.03956774171032938
ENSGT00390000017580.Euteleostomi.001.nex,0.4784374920465465,0.490665042823004,-0.012227550776457485,0.05030647810958952,0.04358570714172554,-0.006720770967863977
ENSGT00390000012430.Euteleostomi.001.nex,0.5,0.09637739161833248,0.4036226083816675,0.07727658140349108,0.06809493496932625,-0.00918164643416483
ENSGT00390000003178.Euteleostomi.001.nex,0.5,0.5,0.0,0.120348138870746,0.1176290867737984,-0.0027190520969476023
ENSGT00390000016548.Euteleostomi.001.nex,0.5,0.4982934689991859,0.0017065310008140822,0.1621856527348923,0.1200099254255386,-0.042175727309353706
ENSGT00390000002779.Euteleostomi.001.nex,0.474053720113636,0.2014353957481816,0.2726183243654544,0.03999941828110803,0.0301207621167836,-0.009878656164324429
ENSGT00390000006601.Euteleostomi.001.nex,0.5,0.5,0.0,0.1018284153422446,0.08518187978449067,-0.01664653555775393
ENSGT00390000005415.Euteleostomi.001.nex,0.5,2.454354223746513e-06,0.49999754564577625,0.06409339487946084,0.05394547773475086,-0.010147917144709973
ENSGT00390000005530.Euteleostomi.002.nex,0.5,0.5,0.0,0.03647765296832702,0.02990749279784839,-0.006570160170478633
ENSGT00390000004214.Euteleostomi.001.nex,0.5,0.5,0.0,0.1256200741697763,0.1059085360236053,-0.019711538146171007
ENSGT00390000010177.Euteleostomi.001.nex,0.5,7.706175455646225e-05,0.49992293824544354,0.9167055251100598,0.8056148479308932,-0.11109067717916654
ENSGT00390000013374.Euteleostomi.001.nex,0.5,0.5,0.0,0.1944715117121562,0.1725584764527945,-0.021913035259361696
ENSGT00390000006744.Euteleostomi.001.nex,0.07422621940863838,0.4181014152894789,-0.34387519588084053,0.185609970553116,0.1274808946941646,-0.05812907585895141
ENSGT00390000011776.Euteleostomi.001.nex,0.5,0.5,0.0,0.1090534706574224,0.09728475042308073,-0.011768720234341667
ENSGT00390000017866.Euteleostomi.006.nex,0.5,0.4095301673516024,0.09046983264839759,0.07578899008691657,0.06380192847211075,-0.011987061614805825
ENSGT00390000004263.Euteleostomi.002.nex,0.5,5.839000631990832e-05,0.4999416099936801,0.05418688061448709,0.04915765697039994,-0.005029223644087151
ENSGT00390000005550.Euteleostomi.001.nex,0.5,0.03125091486946191,0.4687490851305381,0.1322014638197302,0.114781868463333,-0.017419595356397186
ENSGT00390000010045.Euteleostomi.002.nex,0.5,0.4762935128958573,0.023706487104142693,0.1338988260451458,0.101468921867084,-0.0324299041780618
ENSGT00390000006753.Euteleostomi.001.nex,0.5,0.4340415795877892,0.06595842041221078,0.03479236471955069,0.02686695219688627,-0.007925412522664418
ENSGT00390000009423.Euteleostomi.002.nex,0.5,0.5,0.0,0.04771182191633885,0.04355544136353154,-0.004156380552807308
ENSGT00390000016690.Euteleostomi.001.nex,0.5,0.1455351480267958,0.3544648519732042,0.2923131358469617,0.249469507444301,-0.04284362840266073
ENSGT00390000008255.Euteleostomi.001.nex,0.5,0.462147357792837,0.037852642207163,0.1721634113393387,0.160814809625479,-0.011348601713859707
ENSGT00390000017194.Euteleostomi.003.nex,0.5,0.4870442666484099,0.012955733351590115,0.04163419682639923,0.03242570931866541,-0.009208487507733822
ENSGT00390000009443.Euteleostomi.001.nex,0.5,0.5,0.0,0.05700048346063371,0.05300777076428281,-0.003992712696350896
ENSGT00390000003781.Euteleostomi.001.nex,0.4666062618520752,0.4665943174629373,1.1944389137930056e-05,0.002732657881175699,0.002061958439730167,-0.0006706994414455323
ENSGT00390000017794.Euteleostomi.005.nex,0.5,0.1932144924623266,0.3067855075376734,0.2014857261208249,0.1777181101818232,-0.0237676159390017
ENSGT00390000014681.Euteleostomi.002.nex,0.5,0.5,0.0,0.1432579288476143,0.1187749661914133,-0.024482962656200993
ENSGT00390000002197.Euteleostomi.001.nex,0.2787327358402028,0.02908383738118098,0.24964889845902183,0.0319904119012859,0.02529472303771161,-0.006695688863574294
ENSGT00390000001394.Euteleostomi.001.nex,0.5,0.5,0.0,0.0733800455195919,0.06443627462393538,-0.008943770895656525
ENSGT00390000008631.Euteleostomi.001.nex,0.5,0.5,0.0,0.08867346480396837,0.07566663486324632,-0.013006829940722053
ENSGT00390000009849.Euteleostomi.003.nex,0.5,0.5,0.0,0.02885369478066569,0.0226906715250871,-0.00616302325557859
ENSGT00390000016847.Euteleostomi.001.nex,0.5,0.3272199054182204,0.17278009458177962,0.3186217090936694,0.2919376011731223,-0.026684107920547095
ENSGT00390000012054.Euteleostomi.001.nex,0.4470589404142411,0.2284996458388473,0.2185592945753938,0.1397448765749238,0.09257826481429639,-0.047166611760627405
ENSGT00390000007464.Euteleostomi.001.nex,0.4984779338674979,0.4978973593478253,0.0005805745196725831,0.2713784168413713,0.2658870416177616,-0.005491375223609707
ENSGT00390000006265.Euteleostomi.001.nex,0.5,0.0001363127713656653,0.49986368722863433,0.1028237868357044,0.08405053516382271,-0.01877325167188168
ENSGT00390000001875.Euteleostomi.001.nex,0.5,0.5,0.0,0.6701096524816599,0.6731480755206378,0.0030384230389779443
ENSGT00390000013767.Euteleostomi.002.nex,0.5,0.4964642093466128,0.0035357906533872163,0.05890268530034513,0.0495626269139899,-0.009340058386355224
ENSGT00390000001862.Euteleostomi.001.nex,0.5,0.4968383422641925,0.0031616577358075104,0.3332687050183457,0.2725092739756937,-0.06075943104265202
ENSGT00390000007473.Euteleostomi.001.nex,0.4791501868332115,0.3219076504318455,0.15724253640136598,0.05470322680541099,0.04926643029927723,-0.005436796506133761
ENSGT00390000017668.Euteleostomi.001.nex,0.5,0.5,0.0,0.1625635957000608,0.1491640766789525,-0.01339951902110828
ENSGT00390000006320.Euteleostomi.001.nex,0.5,0.1856938949506751,0.3143061050493249,0.07689319944637606,0.06362633383481373,-0.013266865611562331
ENSGT00390000005006.Euteleostomi.002.nex,0.5,0.5,0.0,0.1170717776660643,0.103460480321961,-0.01361129734410331
ENSGT00390000005848.Euteleostomi.001.nex,0.5,0.4178840043249781,0.08211599567502192,0.1210894416540208,0.08732021922402902,-0.03376922242999178
ENSGT00390000001930.Euteleostomi.001.nex,0.5,0.5,0.0,0.227044411444425,0.1986785580415748,-0.028365853402850194
ENSGT00390000006205.Euteleostomi.002.nex,0.5,0.001997424552936389,0.4980025754470636,0.1240648613871966,0.1052615895283684,-0.018803271858828213
ENSGT00390000013514.Euteleostomi.004.nex,0.2196785924436834,0.220907801582638,-0.0012292091389546067,0.02250814611496267,0.02090704396029694,-0.0016011021546657317
ENSGT00390000004735.Euteleostomi.001.nex,0.2895826874760156,0.0629118850780116,0.22667080239800402,0.01812370928486936,0.01609771312773274,-0.0020259961571366183
ENSGT00390000006337.Euteleostomi.001.nex,0.5,0.0006929813179630817,0.4993070186820369,0.0907721595992645,0.07169480228734253,-0.019077357311921977
ENSGT00390000005134.Euteleostomi.001.nex,0.5,0.5,0.0,0.9886525217482093,0.7656633730961387,-0.22298914865207053
ENSGT00390000001927.Euteleostomi.001.nex,0.5,0.3734359365785132,0.1265640634214868,0.08525529385949793,0.07428668860176686,-0.010968605257731065
ENSGT00390000004897.Euteleostomi.001.nex,0.5,0.5,0.0,0.1088497926527085,0.09036592039647777,-0.01848387225623073
ENSGT00390000003287.Euteleostomi.001.nex,0.5,0.5,0.0,0.2756436849261057,0.249535324145771,-0.026108360780334683
ENSGT00390000009464.Euteleostomi.001.nex,0.5,0.5,0.0,0.1223648710870408,0.09580364331079078,-0.02656122777625003
ENSGT00390000003290.Euteleostomi.001.nex,0.5,0.5,0.0,0.1140145691664984,0.0966622679629105,-0.017352301203587897
ENSGT00390000017898.Euteleostomi.001.nex,0.06361088842170726,0.04631571880830809,0.017295169613399164,0.110296030311623,0.08724683107652828,-0.023049199235094714
ENSGT00390000014943.Euteleostomi.001.nex,0.5,0.5,0.0,0.1763209282026393,0.1680401429439317,-0.008280785258707624
ENSGT00390000013353.Euteleostomi.001.nex,0.5,0.5,0.0,0.3551512101435699,0.3392943648723951,-0.015856845271174758
ENSGT00390000008984.Euteleostomi.001.nex,0.5,0.5,0.0,0.2180566789735974,0.1893706847092258,-0.0286859942643716
ENSGT00390000007809.Euteleostomi.001.nex,0.5,0.5,0.0,0.0389418224521248,0.03558033627866887,-0.003361486173455927
ENSGT00390000008881.Euteleostomi.003.nex,0.5,0.5,0.0,0.1559404533677445,0.1297888712042791,-0.026151582163465414
ENSGT00390000012545.Euteleostomi.001.nex,0.5,0.5,0.0,0.108204089396197,0.1061075590689334,-0.0020965303272635905
ENSGT00390000007175.Euteleostomi.001.nex,0.5,0.5,0.0,0.3455909798399906,0.3221569242662962,-0.02343405557369438
ENSGT00390000008993.Euteleostomi.001.nex,0.5,0.5,0.0,0.08778211923728692,0.08179270232321331,-0.005989416914073606
ENSGT00390000013344.Euteleostomi.001.nex,0.5,0.5,0.0,0.1247076300307674,0.1022827170067644,-0.022424913024003
ENSGT00390000007027.Euteleostomi.001.nex,0.5,0.5,0.0,0.1878586714626262,0.1691296630863809,-0.018729008376245304
ENSGT00390000006631.Euteleostomi.001.nex,0.5,0.5,0.0,0.1370510479844805,0.108409450307834,-0.028641597676646507
ENSGT00390000002749.Euteleostomi.001.nex,0.482034347386181,0.4985704061965289,-0.01653605881034792,0.2216250762818497,0.2027549336977912,-0.018870142584058475
ENSGT00390000017379.Euteleostomi.001.nex,0.5,0.5,0.0,0.08215391013735239,0.0791154913293832,-0.0030384188079691926
ENSGT00390000003823.Euteleostomi.001.nex,0.5,0.5,0.0,0.08067828170657144,0.05469886631521527,-0.025979415391356175
