Filename,delta_cAIC
ENSGT00390000004215.Euteleostomi.003.nex,259.9720516594916
ENSGT00390000002061.Euteleostomi.001.nex,179.82334717419872
ENSGT00390000006867.Euteleostomi.001.nex,192.55911832083984
ENSGT00390000010268.Euteleostomi.005.nex,144.47565505487
ENSGT00390000005105.Euteleostomi.001.nex,38.81100293721738
ENSGT00390000005075.Euteleostomi.001.nex,131.76662696817948
ENSGT00390000005032.Euteleostomi.001.nex,46.858641519258526
ENSGT00390000006950.Euteleostomi.001.nex,52.039639144873945
ENSGT00390000006820.Euteleostomi.001.nex,129.73371156597568
ENSGT00390000002026.Euteleostomi.001.nex,192.6609988509481
ENSGT00390000010830.Euteleostomi.001.nex,75.26240130979022
ENSGT00390000004049.Euteleostomi.001.nex,176.5680575073493
ENSGT00390000003719.Euteleostomi.002.nex,354.84759818743896
ENSGT00390000008860.Euteleostomi.004.nex,-3.9861023531411774
ENSGT00390000003094.Euteleostomi.001.nex,256.67903218508036
ENSGT00390000005497.Euteleostomi.001.nex,127.57641039377995
ENSGT00390000001619.Euteleostomi.003.nex,295.24153273447337
ENSGT00390000009448.Euteleostomi.001.nex,127.71157497740933
ENSGT00390000006297.Euteleostomi.001.nex,-33.122110075673845
ENSGT00390000007680.Euteleostomi.001.nex,167.0995048043187
ENSGT00390000010209.Euteleostomi.001.nex,160.21198925554927
ENSGT00390000000306.Euteleostomi.001.nex,176.6251604034851
ENSGT00390000006705.Euteleostomi.001.nex,146.58511247649585
ENSGT00390000006369.Euteleostomi.001.nex,40.13073689306111
ENSGT00390000000341.Euteleostomi.001.nex,159.16211198150995
ENSGT00390000001626.Euteleostomi.001.nex,323.02071804131083
ENSGT00390000007578.Euteleostomi.004.nex,151.12867129990263
ENSGT00390000007225.Euteleostomi.001.nex,311.4770156379509
ENSGT00390000007739.Euteleostomi.001.nex,94.99169092014654
ENSGT00390000009481.Euteleostomi.001.nex,210.44531711630225
ENSGT00390000008975.Euteleostomi.001.nex,249.46194953373924
ENSGT00390000000874.Euteleostomi.002.nex,98.44936883071932
ENSGT00390000008805.Euteleostomi.001.nex,263.8989467582396
ENSGT00390000009949.Euteleostomi.001.nex,25.10943314125734
ENSGT00390000004601.Euteleostomi.001.nex,185.070279487878
ENSGT00390000002629.Euteleostomi.001.nex,175.52695612713705
ENSGT00390000002245.Euteleostomi.001.nex,198.05793967699537
ENSGT00390000009980.Euteleostomi.001.nex,127.46647818244128
ENSGT00390000003652.Euteleostomi.001.nex,76.24181046602098
ENSGT00390000003194.Euteleostomi.001.nex,23.077370018803776
ENSGT00390000007992.Euteleostomi.001.nex,200.95135092642158
ENSGT00390000006967.Euteleostomi.001.nex,31.918019205012115
ENSGT00390000001803.Euteleostomi.001.nex,179.75536601088425
ENSGT00390000004149.Euteleostomi.001.nex,149.93897216365076
ENSGT00390000009270.Euteleostomi.001.nex,106.39073423590526
ENSGT00390000009300.Euteleostomi.001.nex,157.3734632728956
ENSGT00390000010094.Euteleostomi.001.nex,170.67887975144913
ENSGT00390000007071.Euteleostomi.001.nex,101.83952230768045
ENSGT00390000004913.Euteleostomi.001.nex,87.26282650588837
ENSGT00390000000409.Euteleostomi.001.nex,86.38669080383079
ENSGT00390000010476.Euteleostomi.001.nex,43.96801381297496
ENSGT00390000001502.Euteleostomi.001.nex,114.46141866250537
ENSGT00390000001545.Euteleostomi.001.nex,122.68458575701152
ENSGT00390000008285.Euteleostomi.001.nex,184.77017826068914
ENSGT00390000004339.Euteleostomi.001.nex,279.5802577482209
ENSGT00390000005342.Euteleostomi.001.nex,196.75303891051954
ENSGT00390000002226.Euteleostomi.001.nex,168.16823451038
ENSGT00390000004280.Euteleostomi.001.nex,210.13917285931893
ENSGT00390000002149.Euteleostomi.002.nex,84.54393261093719
ENSGT00390000003132.Euteleostomi.002.nex,161.80171795096248
ENSGT00390000005531.Euteleostomi.002.nex,102.22576135192003
ENSGT00390000003175.Euteleostomi.002.nex,118.34703350763448
ENSGT00390000010641.Euteleostomi.001.nex,159.61945061969163
ENSGT00390000001735.Euteleostomi.001.nex,174.1761624166793
ENSGT00390000000252.Euteleostomi.001.nex,158.20953525366076
ENSGT00390000007336.Euteleostomi.001.nex,213.98560968043967
ENSGT00390000009258.Euteleostomi.002.nex,65.40062735648826
ENSGT00390000006721.Euteleostomi.001.nex,197.3315992543612
ENSGT00390000007246.Euteleostomi.001.nex,149.6308198484112
ENSGT00390000001118.Euteleostomi.004.nex,98.04486600394011
ENSGT00390000009673.Euteleostomi.002.nex,176.03638674337162
ENSGT00390000000709.Euteleostomi.001.nex,138.58628924968798
ENSGT00390000000679.Euteleostomi.001.nex,227.60941719792936
ENSGT00390000010606.Euteleostomi.001.nex,73.39864014399791
ENSGT00390000007371.Euteleostomi.001.nex,320.71056484059955
ENSGT00390000000787.Euteleostomi.001.nex,100.76905190186608
ENSGT00390000006698.Euteleostomi.001.nex,43.068553406097635
ENSGT00390000008686.Euteleostomi.002.nex,10.603674020375365
ENSGT00390000009047.Euteleostomi.001.nex,107.59570903889835
ENSGT00390000001390.Euteleostomi.001.nex,226.7822801388611
ENSGT00390000000854.Euteleostomi.003.nex,201.04431110333098
ENSGT00390000009781.Euteleostomi.001.nex,55.817956849947564
ENSGT00390000007055.Euteleostomi.001.nex,218.06774716809014
ENSGT00390000007125.Euteleostomi.001.nex,159.3235566900221
ENSGT00390000003964.Euteleostomi.001.nex,96.04121423316974
ENSGT00390000008959.Euteleostomi.003.nex,204.77558899906217
ENSGT00390000001561.Euteleostomi.001.nex,167.13662337447022
ENSGT00390000010415.Euteleostomi.001.nex,296.3210708574197
ENSGT00390000010109.Euteleostomi.001.nex,243.87521577541884
ENSGT00390000001183.Euteleostomi.001.nex,230.75356469618782
ENSGT00390000009748.Euteleostomi.001.nex,77.50270794911194
ENSGT00390000009324.Euteleostomi.001.nex,252.24680721251934
ENSGT00390000009363.Euteleostomi.001.nex,88.36598082397722
ENSGT00390000003552.Euteleostomi.001.nex,241.7780682653747
ENSGT00390000009008.Euteleostomi.003.nex,63.497940311772254
ENSGT00390000004546.Euteleostomi.001.nex,93.84184494338842
ENSGT00390000001827.Euteleostomi.001.nex,155.93657595795594
ENSGT00390000002529.Euteleostomi.001.nex,46.47612757120078
ENSGT00390000003422.Euteleostomi.001.nex,372.5090806782664
ENSGT00390000007848.Euteleostomi.001.nex,166.09429950534013
ENSGT00390000006874.Euteleostomi.001.nex,181.86876153619232
ENSGT00390000007693.Euteleostomi.001.nex,43.40831399036506
ENSGT00390000000687.Euteleostomi.001.nex,235.5670817191076
ENSGT00390000001046.Euteleostomi.002.nex,164.82232627276244
ENSGT00390000006284.Euteleostomi.001.nex,199.90460565963076
ENSGT00390000007346.Euteleostomi.001.nex,169.21372135029014
ENSGT00390000006621.Euteleostomi.001.nex,107.05722495566806
ENSGT00390000008599.Euteleostomi.001.nex,104.11150227100461
ENSGT00390000009492.Euteleostomi.001.nex,235.87654839356765
ENSGT00390000001745.Euteleostomi.001.nex,73.96848510684504
ENSGT00390000009228.Euteleostomi.002.nex,144.96605249131062
ENSGT00390000010706.Euteleostomi.001.nex,93.50232374290863
ENSGT00390000008708.Euteleostomi.002.nex,31.232714308329378
ENSGT00390000001702.Euteleostomi.001.nex,187.33450171316872
ENSGT00390000000265.Euteleostomi.001.nex,120.48078909317064
ENSGT00390000002049.Euteleostomi.002.nex,186.05483799244394
ENSGT00390000004380.Euteleostomi.001.nex,224.0756630441265
ENSGT00390000005242.Euteleostomi.001.nex,246.36594579998837
ENSGT00390000002211.Euteleostomi.001.nex,143.79387234718888
ENSGT00390000004612.Euteleostomi.001.nex,165.0153251754673
ENSGT00390000005669.Euteleostomi.001.nex,164.2542388598813
ENSGT00390000002361.Euteleostomi.001.nex,159.56866026473563
ENSGT00390000005584.Euteleostomi.001.nex,157.54489202232617
ENSGT00390000003316.Euteleostomi.002.nex,324.83242592786064
ENSGT00390000001927.Euteleostomi.001.nex,263.97241683275206
ENSGT00390000005121.Euteleostomi.001.nex,154.588483938036
ENSGT00390000006843.Euteleostomi.001.nex,48.34947415209899
ENSGT00390000002429.Euteleostomi.001.nex,244.21957508088326
ENSGT00390000006933.Euteleostomi.001.nex,70.79478693597775
ENSGT00390000007838.Euteleostomi.001.nex,187.2740515904552
ENSGT00390000010923.Euteleostomi.001.nex,183.8818286167898
ENSGT00390000001810.Euteleostomi.001.nex,317.7406697736751
ENSGT00390000001960.Euteleostomi.001.nex,235.14941250730953
ENSGT00390000009648.Euteleostomi.001.nex,195.92294051374847
ENSGT00390000001083.Euteleostomi.001.nex,190.21081218473955
ENSGT00390000009313.Euteleostomi.001.nex,225.6389473325362
ENSGT00390000003823.Euteleostomi.001.nex,252.53813254871056
ENSGT00390000008296.Euteleostomi.001.nex,34.81930653256859
ENSGT00390000000141.Euteleostomi.001.nex,121.19610749369895
ENSGT00390000000076.Euteleostomi.001.nex,197.60208288331614
ENSGT00390000001511.Euteleostomi.001.nex,198.97783677017287
ENSGT00390000003914.Euteleostomi.001.nex,134.61388766339041
ENSGT00390000003006.Euteleostomi.001.nex,92.69391072670714
ENSGT00390000005575.Euteleostomi.001.nex,66.53129243382136
ENSGT00390000005119.Euteleostomi.001.nex,57.849530359531855
ENSGT00390000007937.Euteleostomi.001.nex,111.30141330282186
ENSGT00390000008822.Euteleostomi.002.nex,336.6124245038609
ENSGT00390000009929.Euteleostomi.002.nex,89.2095616185743
ENSGT00390000001958.Euteleostomi.001.nex,222.63432653588097
ENSGT00390000005532.Euteleostomi.001.nex,251.05990831767122
ENSGT00390000006985.Euteleostomi.001.nex,180.14793476496016
ENSGT00390000005197.Euteleostomi.001.nex,262.74080696189776
ENSGT00390000006066.Euteleostomi.001.nex,150.56411037534963
ENSGT00390000007501.Euteleostomi.001.nex,161.77275550976083
ENSGT00390000005874.Euteleostomi.001.nex,170.2990118926391
ENSGT00390000002957.Euteleostomi.001.nex,233.33941382319972
ENSGT00390000009670.Euteleostomi.001.nex,187.96518515709295
ENSGT00390000010494.Euteleostomi.001.nex,163.81381072024305
ENSGT00390000004881.Euteleostomi.001.nex,198.90815391670913
ENSGT00390000000087.Euteleostomi.001.nex,171.07624269150983
ENSGT00390000008220.Euteleostomi.001.nex,142.72739522208303
ENSGT00390000009747.Euteleostomi.001.nex,193.50523093161974
ENSGT00390000007335.Euteleostomi.002.nex,10.1222800145988
ENSGT00390000007662.Euteleostomi.001.nex,251.71281786915642
ENSGT00390000006305.Euteleostomi.001.nex,235.32753950811912
ENSGT00390000010779.Euteleostomi.001.nex,262.7331067297837
ENSGT00390000000706.Euteleostomi.001.nex,234.16413858809756
ENSGT00390000010265.Euteleostomi.001.nex,130.1373931929702
ENSGT00390000007712.Euteleostomi.001.nex,226.69572166418493
ENSGT00390000006619.Euteleostomi.001.nex,228.7997010153822
ENSGT00390000000631.Euteleostomi.001.nex,271.32934461438526
ENSGT00390000007249.Euteleostomi.001.nex,91.65359459247429
ENSGT00390000008104.Euteleostomi.001.nex,167.6092166931012
ENSGT00390000009554.Euteleostomi.001.nex,170.09116239414652
ENSGT00390000008033.Euteleostomi.001.nex,157.58054188523965
ENSGT00390000010687.Euteleostomi.001.nex,195.71533857211034
ENSGT00390000005766.Euteleostomi.001.nex,43.65918797971608
ENSGT00390000003365.Euteleostomi.001.nex,134.19758265572818
ENSGT00390000005651.Euteleostomi.001.nex,163.50031697206032
ENSGT00390000004336.Euteleostomi.001.nex,132.524677716704
ENSGT00390000003322.Euteleostomi.001.nex,193.50787114057766
ENSGT00390000001913.Euteleostomi.002.nex,183.31829143100367
ENSGT00390000010039.Euteleostomi.003.nex,186.07801181385912
ENSGT00390000009925.Euteleostomi.001.nex,165.3070926948203
ENSGT00390000002390.Euteleostomi.001.nex,174.90765898977043
ENSGT00390000008217.Euteleostomi.001.nex,216.98891837782867
ENSGT00390000003646.Euteleostomi.003.nex,125.68743409718809
ENSGT00390000006098.Euteleostomi.001.nex,-18.681733393328614
ENSGT00390000008250.Euteleostomi.001.nex,136.5566055080708
ENSGT00390000009491.Euteleostomi.002.nex,-0.4376437030005036
ENSGT00390000002810.Euteleostomi.001.nex,110.87696425542526
ENSGT00390000002960.Euteleostomi.001.nex,67.47756622932502
ENSGT00390000006166.Euteleostomi.001.nex,100.80678657137105
ENSGT00390000000684.Euteleostomi.002.nex,158.3737883353897
ENSGT00390000001559.Euteleostomi.001.nex,136.02213300551875
ENSGT00390000005206.Euteleostomi.002.nex,154.25076608646123
ENSGT00390000005097.Euteleostomi.001.nex,220.45479894698656
ENSGT00390000003188.Euteleostomi.001.nex,209.35189605534833
ENSGT00390000010895.Euteleostomi.001.nex,158.23315958572857
ENSGT00390000007870.Euteleostomi.001.nex,228.30150794746987
ENSGT00390000002511.Euteleostomi.001.nex,194.1429066147448
ENSGT00390000007900.Euteleostomi.001.nex,117.82452737438143
ENSGT00390000002461.Euteleostomi.001.nex,122.61830607918819
ENSGT00390000003031.Euteleostomi.001.nex,52.17902748892698
ENSGT00390000001858.Euteleostomi.001.nex,46.91834537336604
ENSGT00390000004155.Euteleostomi.001.nex,154.34216545990785
ENSGT00390000004402.Euteleostomi.002.nex,159.90233608297967
ENSGT00390000008969.Euteleostomi.001.nex,109.10942044088006
ENSGT00390000009825.Euteleostomi.001.nex,226.03169786657963
ENSGT00390000002290.Euteleostomi.001.nex,176.41149581677928
ENSGT00390000005284.Euteleostomi.001.nex,18.056415558708977
ENSGT00390000002672.Euteleostomi.001.nex,123.93109995020495
ENSGT00390000005666.Euteleostomi.001.nex,-38.12498145063
ENSGT00390000002329.Euteleostomi.001.nex,257.55146711403086
ENSGT00390000002259.Euteleostomi.001.nex,79.66021689954141
ENSGT00390000002635.Euteleostomi.001.nex,133.1500018249826
ENSGT00390000005751.Euteleostomi.001.nex,131.85334990851493
ENSGT00390000009682.Euteleostomi.002.nex,161.89203395384902
ENSGT00390000009524.Euteleostomi.001.nex,90.19616128515463
ENSGT00390000003950.Euteleostomi.002.nex,242.80590656954155
ENSGT00390000007612.Euteleostomi.001.nex,38.01626439915094
ENSGT00390000006205.Euteleostomi.001.nex,58.9148536388966
ENSGT00390000010215.Euteleostomi.001.nex,166.23969837572076
ENSGT00390000007911.Euteleostomi.005.nex,19.92412310345935
ENSGT00390000007349.Euteleostomi.001.nex,135.30210560567866
ENSGT00390000007239.Euteleostomi.001.nex,95.94007463975868
ENSGT00390000002445.Euteleostomi.001.nex,164.3301860729989
ENSGT00390000004001.Euteleostomi.001.nex,84.63796939968506
ENSGT00390000000977.Euteleostomi.001.nex,193.04752387171902
ENSGT00390000003015.Euteleostomi.001.nex,239.0261040839996
ENSGT00390000007813.Euteleostomi.001.nex,143.35992649104082
ENSGT00390000003587.Euteleostomi.001.nex,166.65993968905968
ENSGT00390000002190.Euteleostomi.001.nex,198.36608210021723
ENSGT00390000006996.Euteleostomi.001.nex,225.46768076709122
ENSGT00390000005498.Euteleostomi.001.nex,67.38381434680923
ENSGT00390000006394.Euteleostomi.002.nex,20.701013783071176
ENSGT00390000001026.Euteleostomi.001.nex,179.001261567872
ENSGT00390000010152.Euteleostomi.001.nex,114.77364101346029
ENSGT00390000002944.Euteleostomi.001.nex,208.04340846420473
ENSGT00390000002873.Euteleostomi.001.nex,310.1695409108597
ENSGT00390000007512.Euteleostomi.001.nex,243.8340041982501
ENSGT00390000010065.Euteleostomi.001.nex,171.34376494567914
ENSGT00390000010409.Euteleostomi.001.nex,232.91165452081486
ENSGT00390000009248.Euteleostomi.001.nex,63.45979529673423
ENSGT00390000009663.Euteleostomi.001.nex,160.4513344349407
ENSGT00390000000375.Euteleostomi.002.nex,208.353573156106
ENSGT00390000002232.Euteleostomi.003.nex,128.78201141429963
ENSGT00390000001762.Euteleostomi.002.nex,67.5022609784719
ENSGT00390000008274.Euteleostomi.001.nex,286.47664508858907
ENSGT00390000007636.Euteleostomi.001.nex,185.57162299639458
ENSGT00390000010231.Euteleostomi.001.nex,238.52959756126984
ENSGT00390000001729.Euteleostomi.001.nex,47.006512797911796
ENSGT00390000007701.Euteleostomi.001.nex,139.23748065288964
ENSGT00390000000715.Euteleostomi.001.nex,220.45396810746752
ENSGT00390000001446.Euteleostomi.002.nex,80.958363838683
ENSGT00390000006684.Euteleostomi.001.nex,225.81620456894598
ENSGT00390000006522.Euteleostomi.002.nex,184.59323631750885
ENSGT00390000007293.Euteleostomi.001.nex,146.02083651404337
ENSGT00390000010947.Euteleostomi.003.nex,202.76481624368898
ENSGT00390000004810.Euteleostomi.002.nex,0.5600262225198094
ENSGT00390000010069.Euteleostomi.002.nex,205.08368974554105
ENSGT00390000008117.Euteleostomi.001.nex,226.76349303932784
ENSGT00390000008984.Euteleostomi.001.nex,160.98060230626288
ENSGT00390000005732.Euteleostomi.001.nex,270.8225255618354
ENSGT00390000002761.Euteleostomi.001.nex,132.96814079442993
ENSGT00390000004362.Euteleostomi.001.nex,169.770388551412
ENSGT00390000005605.Euteleostomi.001.nex,111.92922863070999
ENSGT00390000002611.Euteleostomi.001.nex,115.68203308584998
ENSGT00390000009936.Euteleostomi.001.nex,147.55005182396053
ENSGT00390000003288.Euteleostomi.001.nex,152.6873548691201
ENSGT00390000010587.Euteleostomi.001.nex,209.88517631667582
ENSGT00390000008243.Euteleostomi.001.nex,71.0565440777109
ENSGT00390000003986.Euteleostomi.001.nex,195.55646953474934
ENSGT00390000008374.Euteleostomi.001.nex,131.8296305389449
ENSGT00390000009763.Euteleostomi.001.nex,208.57353752800918
ENSGT00390000010052.Euteleostomi.001.nex,139.97129138679156
ENSGT00390000008796.Euteleostomi.001.nex,134.70679559773998
ENSGT00390000007149.Euteleostomi.001.nex,186.96258140557984
ENSGT00390000000531.Euteleostomi.001.nex,142.37226071348232
ENSGT00390000007412.Euteleostomi.001.nex,163.945555772023
ENSGT00390000003878.Euteleostomi.001.nex,126.10647671649713
ENSGT00390000000406.Euteleostomi.001.nex,62.13249189238741
ENSGT00390000006469.Euteleostomi.001.nex,204.93623786488297
ENSGT00390000006896.Euteleostomi.001.nex,255.8759200707409
ENSGT00390000004493.Euteleostomi.001.nex,192.2470210814099
ENSGT00390000003721.Euteleostomi.002.nex,194.4794105014298
ENSGT00390000005084.Euteleostomi.001.nex,165.17596468651936
ENSGT00390000002371.Euteleostomi.002.nex,242.03010524047022
ENSGT00390000003022.Euteleostomi.001.nex,152.14231686524545
ENSGT00390000005421.Euteleostomi.001.nex,102.32062018210104
ENSGT00390000004036.Euteleostomi.001.nex,239.1505411839098
ENSGT00390000003152.Euteleostomi.001.nex,285.5784287189217
ENSGT00390000007913.Euteleostomi.001.nex,115.24207150638722
ENSGT00390000003115.Euteleostomi.001.nex,215.76932043612032
ENSGT00390000006968.Euteleostomi.001.nex,237.74932367112888
ENSGT00390000008976.Euteleostomi.002.nex,89.10079838187812
ENSGT00390000009871.Euteleostomi.001.nex,102.70227596925179
ENSGT00390000005006.Euteleostomi.002.nex,91.10627427664804
ENSGT00390000002626.Euteleostomi.001.nex,144.4172888717003
ENSGT00390000005742.Euteleostomi.001.nex,25.821889289742103
ENSGT00390000004312.Euteleostomi.001.nex,112.41472867883931
ENSGT00390000002661.Euteleostomi.001.nex,234.83732900912946
ENSGT00390000003306.Euteleostomi.001.nex,208.19101396162478
ENSGT00390000001790.Euteleostomi.001.nex,125.52588598489092
ENSGT00390000006784.Euteleostomi.001.nex,178.63288102135994
ENSGT00390000000948.Euteleostomi.003.nex,359.7539753914498
ENSGT00390000006009.Euteleostomi.002.nex,27.6647214935183
ENSGT00390000009400.Euteleostomi.001.nex,236.61954289348796
ENSGT00390000008099.Euteleostomi.001.nex,175.7708446582801
ENSGT00390000010331.Euteleostomi.001.nex,285.21703508295104
ENSGT00390000000652.Euteleostomi.001.nex,183.96266888390164
ENSGT00390000010170.Euteleostomi.004.nex,171.7943598924212
ENSGT00390000008664.Euteleostomi.002.nex,95.75382972485386
ENSGT00390000001372.Euteleostomi.001.nex,215.38242180452653
ENSGT00390000000279.Euteleostomi.001.nex,92.25143177031396
ENSGT00390000010376.Euteleostomi.001.nex,97.68874724746092
ENSGT00390000006366.Euteleostomi.001.nex,328.1332086773382
ENSGT00390000010069.Euteleostomi.001.nex,212.3890005136891
ENSGT00390000004810.Euteleostomi.001.nex,100.26680411578855
ENSGT00390000004960.Euteleostomi.001.nex,104.70153170062076
ENSGT00390000010575.Euteleostomi.001.nex,183.3973340392604
ENSGT00390000006565.Euteleostomi.001.nex,160.89194143052828
ENSGT00390000001446.Euteleostomi.001.nex,127.36618159852878
ENSGT00390000000121.Euteleostomi.001.nex,134.69434939388793
ENSGT00390000004927.Euteleostomi.001.nex,187.61806910179075
ENSGT00390000006522.Euteleostomi.001.nex,107.07642169886822
ENSGT00390000007135.Euteleostomi.001.nex,115.98314756201216
ENSGT00390000001536.Euteleostomi.001.nex,152.1862043106812
ENSGT00390000000051.Euteleostomi.001.nex,247.90316186902055
ENSGT00390000009628.Euteleostomi.001.nex,49.976937488296244
ENSGT00390000002112.Euteleostomi.001.nex,182.79587983944657
ENSGT00390000002062.Euteleostomi.001.nex,229.01475670483887
ENSGT00390000005106.Euteleostomi.001.nex,232.07797484427465
ENSGT00390000003542.Euteleostomi.001.nex,131.50721028675616
ENSGT00390000002383.Euteleostomi.002.nex,93.40634409409176
ENSGT00390000000885.Euteleostomi.001.nex,197.82927952365617
ENSGT00390000002480.Euteleostomi.001.nex,126.73553054741444
ENSGT00390000004745.Euteleostomi.001.nex,50.30093495717506
ENSGT00390000005222.Euteleostomi.001.nex,85.05721363315388
ENSGT00390000009883.Euteleostomi.001.nex,87.598376331699
ENSGT00390000003751.Euteleostomi.001.nex,253.6382880298479
ENSGT00390000002236.Euteleostomi.001.nex,157.0932690981681
ENSGT00390000002693.Euteleostomi.001.nex,101.97174473977793
ENSGT00390000007924.Euteleostomi.002.nex,76.76977860672923
ENSGT00390000000719.Euteleostomi.001.nex,171.71148997442288
ENSGT00390000001612.Euteleostomi.001.nex,5.649369651743655
ENSGT00390000001762.Euteleostomi.001.nex,156.32745243498357
ENSGT00390000000242.Euteleostomi.001.nex,157.90410909378625
ENSGT00390000008195.Euteleostomi.001.nex,129.14587851579017
ENSGT00390000007326.Euteleostomi.001.nex,50.840934777849725
ENSGT00390000006641.Euteleostomi.001.nex,105.61609653442429
ENSGT00390000008489.Euteleostomi.001.nex,212.49274746273113
ENSGT00390000010721.Euteleostomi.001.nex,304.3904965070087
ENSGT00390000010115.Euteleostomi.002.nex,274.2630425030602
ENSGT00390000009010.Euteleostomi.001.nex,30.591137496214287
ENSGT00390000009127.Euteleostomi.001.nex,104.93645602800098
ENSGT00390000000797.Euteleostomi.001.nex,130.26319551391407
ENSGT00390000006394.Euteleostomi.001.nex,184.47984321612967
ENSGT00390000010698.Euteleostomi.001.nex,243.93250891358912
ENSGT00390000007991.Euteleostomi.001.nex,133.44081602992082
ENSGT00390000003197.Euteleostomi.001.nex,341.45584461719045
ENSGT00390000003405.Euteleostomi.001.nex,192.72435492370096
ENSGT00390000001800.Euteleostomi.001.nex,103.833867453729
ENSGT00390000010974.Euteleostomi.001.nex,192.9193790158115
ENSGT00390000004456.Euteleostomi.001.nex,233.9385980461593
ENSGT00390000005131.Euteleostomi.001.nex,182.96939354405185
ENSGT00390000003442.Euteleostomi.001.nex,137.911114578681
ENSGT00390000001847.Euteleostomi.001.nex,15.318149323787111
ENSGT00390000008208.Euteleostomi.001.nex,204.48745342346228
ENSGT00390000002881.Euteleostomi.001.nex,196.29903569011003
ENSGT00390000005895.Euteleostomi.001.nex,149.31402323718976
ENSGT00390000000652.Euteleostomi.002.nex,1.6387592791570569
ENSGT00390000010019.Euteleostomi.001.nex,-27.205241421891515
ENSGT00390000004860.Euteleostomi.001.nex,133.04866198451055
ENSGT00390000006465.Euteleostomi.001.nex,145.08191914452982
ENSGT00390000006009.Euteleostomi.001.nex,165.88714597825128
ENSGT00390000003874.Euteleostomi.001.nex,221.04272639484043
ENSGT00390000001471.Euteleostomi.001.nex,43.79168997879424
ENSGT00390000004910.Euteleostomi.001.nex,196.99691879040438
ENSGT00390000010169.Euteleostomi.001.nex,136.0073645049706
ENSGT00390000004827.Euteleostomi.001.nex,184.25255815454148
ENSGT00390000001546.Euteleostomi.001.nex,112.57405325456057
ENSGT00390000002848.Euteleostomi.001.nex,88.04471920313154
ENSGT00390000007529.Euteleostomi.001.nex,197.64063027994416
ENSGT00390000009110.Euteleostomi.001.nex,300.7550443873679
ENSGT00390000007683.Euteleostomi.001.nex,226.6044034921315
ENSGT00390000006788.Euteleostomi.001.nex,411.8591842763344
ENSGT00390000008796.Euteleostomi.002.nex,30.652524985113814
ENSGT00390000008540.Euteleostomi.001.nex,148.2419163982995
ENSGT00390000006294.Euteleostomi.001.nex,119.05723688250418
ENSGT00390000000305.Euteleostomi.001.nex,222.45937472402147
ENSGT00390000009763.Euteleostomi.002.nex,251.22766883074655
ENSGT00390000007311.Euteleostomi.001.nex,188.95963375726205
ENSGT00390000006631.Euteleostomi.001.nex,137.48194168078044
ENSGT00390000008095.Euteleostomi.001.nex,160.76943042635594
ENSGT00390000008931.Euteleostomi.001.nex,106.84710801336041
ENSGT00390000002793.Euteleostomi.001.nex,125.6265027218542
ENSGT00390000002201.Euteleostomi.001.nex,123.31835959883756
ENSGT00390000004772.Euteleostomi.001.nex,277.94106649853893
ENSGT00390000004735.Euteleostomi.001.nex,278.17239733600945
ENSGT00390000003721.Euteleostomi.001.nex,367.3277344395501
ENSGT00390000005322.Euteleostomi.001.nex,153.38927510234498
